L'Apéritif;LES MISES EN BOUCHE FROIDES;COFFRET 6 CUILLÈRES ST-JACQUES CRÈME CHORIZO;7
L'Apéritif;LES MISES EN BOUCHE FROIDES;COFFRET 6 CUILLÈRES POISSON ET PERLES DE TOMATE;7
L'Apéritif;LES MISES EN BOUCHE FROIDES;COFFRET 4 VERRINES - Saumon;8,9
L'Apéritif;LES MISES EN BOUCHE FROIDES;COFFRET 4 VERRINES -St-jacques;8,9
L'Apéritif;LES MISES EN BOUCHE FROIDES;COFFRET 4 VERRINES - Rillettes océane;8,9
L'Apéritif;LES MISES EN BOUCHE FROIDES;COFFRET 4 VERRINES - Rillettes de thon;5,95
L'Apéritif;LES MISES EN BOUCHE FROIDES;COFFRET 4 VERRINES - Poulet au curry;5,95
L'Apéritif;LES MISES EN BOUCHE FROIDES;COFFRET 4 VERRINES - Mousse de chèvre;5,95
L'Apéritif;LES MISES EN BOUCHE FROIDES;PLATEAU D'ASSORTIMENT DE 28 BROCHETTES;10,95 C
L'Apéritif;LES MISES EN BOUCHE FROIDES;PLATEAU DE 12 MINI WRAPS : Thon/tomates mi-séchées mozzarella/poivronnade, saumon/roquette;6,9
L'Apéritif;LES MISES EN BOUCHE FROIDES;PLATEAU DE 12 MINI WRAPS : Jambon cru/pesto, thon/roquette, chèvre/fines herbes;6,9
L'Apéritif;LES MISES EN BOUCHE FROIDES;PLATEAU DE CRUDITÉS;5,5
L'Apéritif;L’APÉRITIF DÎNATOIRE;12 Grignottes de poulet-12 Nems cocktail-6 verrines-6 cuilléres-Fuet d'olot extra tranchée-Plateau de cudités-18 Réductions sucrées;45
Les Buffets;LES ASSORTIMENTS;RACLETTE;4,95
Les Buffets;LES ASSORTIMENTS;ASSORTIMENT CHARCUTERIE;2,5
Les Buffets;ASSORTIMENT VIANDE;1 tranche de rôti de boeuf;0,55
Les Buffets;ASSORTIMENT VIANDE;1 tranche de rôti de porc;0,55
Les Buffets;ASSORTIMENT VIANDE;1 morceau de poulet;1,1
Les Buffets;PECHEUR;PÊCHEUR (salade au choix);7,95
Les Buffets;CONVIVIAL;CONVIVIAL (salade au choix);7,5
Les Buffets;TRADITION;TRADITION (salade au choix);4,95
Les Buffets;OPTIONS;CONDIMENTS;1
Les Buffets;OPTIONS;FROMAGE ET DESSERT;1,6
Les Plateaux repas;MARIN;MARIN;9,45
Les Plateaux repas;CLUB;CLUB;6,5
Les Plateaux repas;MAXI CLUB;MAXI CLUB;6,5
Les Menus;LE MENU ENFANT;LE MENU ENFANT;4,95
Les Menus;BOX ENFANT;BOX ENFANT;4
Les Menus;LE MENU DÉLICE;LE MENU DÉLICE;8,95
Les Menus;LE MENU GOURMET;LE MENU GOURMET;13,45
Les Menus;LES COFFRETS GOURMANDS;COFFRET GOURMAND OCÉAN;19,9
Les Menus;LES COFFRETS GOURMANDS;COFFRET GOURMAND CONTINENTAL;19,9
Les Salades;LES SALADES LÉGUMIÈRES;Champignons à la Grecque;1,9
Les Salades;LES SALADES LÉGUMIÈRES;Carottes râpées à l'huile d'olive vierge extra;1,9
Les Salades;LES SALADES LÉGUMIÈRES;Mixte carottes céleri;1,9
Les Salades;LES SALADES LÉGUMIÈRES;Taboulé oriental à l'huile d'olive MAISON;1,9
Les Salades;LES SALADES LÉGUMIÈRES;Concombre à la crème;1,9
Les Salades;LES SALADES LÉGUMIÈRES;Coleslaw;1,9
Les Salades;LES SALADES LÉGUMIÈRES;Trio carottes/céleri/maïs au jus de citron;1,9
Les Salades;LES SALADES CLASSIQUES;Pêcheur;2,1
Les Salades;LES SALADES CLASSIQUES;Niçoise au thon;2,1
Les Salades;LES SALADES CLASSIQUES;Marco Polo;2,1
Les Salades;LES SALADES CLASSIQUES;Pâtes jambon emmental;2,1
Les Salades;LES SALADES CLASSIQUES;Piémontaise au thon;2,1
Les Salades;LES SALADES CLASSIQUES;Camarguaise;2,1
Les Salades;LES SALADES CLASSIQUES;Trio chou-jambon-comté;2,1
Les Salades;LES SALADES CLASSIQUES;Piémontaise traditionnelle jambon blanc supérieur MAISON;2,1
Les Salades;LES SALADES CLASSIQUES;Pomme de terre aux harengs;2,1
Les Salades;LES SALADES GOURMANDES;Piémontaise au saumon;2,48
Les Salades;LES SALADES GOURMANDES;Perles marines;2,48
Les Salades;LES SALADES GOURMANDES;Alaska;2,48
Les Salades;LES SALADES GOURMANDES;Cocktail de crevettes;2,48
Les Salades;LES SALADES GOURMANDES;Gambas aux mandarines;2,48
Les Salades;LES SALADES GOURMANDES;Fantaisie d'écrevisses;2,48
Les Salades;LES SALADES GOURMANDES;Fantaisie de gambas;2,48
Les Salades;LES SALADES GOURMANDES;Crevettes au chutney;2,48
Les Salades;LES SALADES GOURMANDES;Fantaisie des Caraïbes;2,48
Les Entrées;LES ENTRÉES FROIDES;DARNE DE SAUMON FARCIE avec macédoine;2,5
Les Entrées;LES ENTRÉES FROIDES;1/2 LANGOUSTE TRAITEUR avec macédoine (produit décongelé);8,9
Les Entrées;LES ENTRÉES FROIDES;GOURMANDISE AUX 2 SAUMONS;3,5
Les Entrées;LES ENTRÉES FROIDES;GOURMANDISE ST-JACQUES;3,5
Les Entrées;LES ENTRÉES FROIDES;SAUMON FAÇON NORVÉGIEN;3,9
Les Entrées;LES ENTRÉES FROIDES;SAVEUR EXOTIQUE;3,9
Les Entrées;LES ENTRÉES FROIDES;SAVEUR ORIENTALE;3,5
Les Entrées;LES ENTRÉES FROIDES;TERRINE DE ST-JACQUES AU MONBAZILLAC (75 gr);3,5
Les Entrées;LES ENTRÉES FROIDES;TERRINE DE FROMAGE DE CHÈVRE (70gr) AUX TOMATES SÉCHÉES;1,2
Les Entrées;LES ENTRÉES FROIDES;MILLEFEUILLE DE SAUMON À L'OSEILLE (70 gr);1,2
Les Entrées;LES ENTRÉES FROIDES;PAIN DE LOTTE AUX TOMATES (50 gr);1
Les Entrées;LES ENTRÉES FROIDES;FOIE GRAS DE CANARD ENTIER (40 gr) AUX 2 POIVRES ET AU CHAMPAGNE;2,90
Les Entrées;LES ENTRÉES FROIDES;VERRINE DE FOIE GRAS DE CANARD ENTIER MI-CUIT;3,95
Les Entrées;LES ENTREES CHAUDES;POÊLON ST-JACQUES SAUCE MONBAZILLAC;4,95
Les Entrées;LES ENTREES CHAUDES;CASSOLETTE DE CREVETTES ET ST-JACQUES;2,99
Les Entrées;LES ENTREES CHAUDES;DÉLICE DE ST-JACQUES EN FEUILLETÉ;2,95
Les Entrées;LES ENTREES CHAUDES;CROQUANT DE GAMBAS ET CHAMPIGNONS;2,95
Les Entrées;LES ENTREES CHAUDES;QUICHE DU PÊCHEUR (180 gr);2,1
Les Entrées;LES ENTREES CHAUDES;CASSOLETTE ST-JACQUES HOMARD;3,5
Les Entrées;LES ENTREES CHAUDES;CASSOLETTE ST-JACQUES ET CRÉMEUX D'ENDIVES;3,5
Les Entrées;LES ENTREES CHAUDES;CRABE FARCI;2
Les Entrées;LES ENTREES CHAUDES;12 ESCARGOTS DE BOURGOGNE;3,95
Les Plats;LES POISSONS;SAUMON À L'OSEILLE MAISON (250 gr);4,5
Les Plats;LES POISSONS;PAUPIETTE DE SAUMON MAISON (250 gr);4
Les Plats;LES POISSONS;NOIX DE ST-JACQUES AUX PETITS LÉGUMES MAISON (200 gr);4
Les Plats;LES POISSONS;TIMBALE AUX NOIX DE ST-JACQUES (250 gr);3
Les Plats;LES POISSONS;ENCORNETS FARCIS (250 gr);3,1
Les Plats;LES POISSONS;CALAMARS A L'ARMORICAINE MAISON (250 gr);3
Les Plats;LES POISSONS;TRIO DE LA MER SAUCE RIESLING (300 gr) ET SON RIZ AUX LÉGUMES GRILLÉS;9,9
Les Plats;LES VIANDES;CUISSE DE PINTADE RÔTIE SAUCE FORESTIÈRE MAISON (250 gr);3,2
Les Plats;LES VIANDES;FILET MIGNON DE PORC SAUCE MORILLES MAISON (250 gr);4,2
Les Plats;LES VIANDES;FILET DE CANETTE AUX 2 POIVRES MAISON (250 gr);4,9
Les Plats;LES VIANDES;SAUTÉ DE VEAU SAUCE MARENGO MAISON (250 gr);4
Les Plats;LES VIANDES;LANGUE DE BOEUF SAUCE AU MADÈRE MAISON (250 gr);3,9
Les Plats;LES VIANDES;NAVARIN D'AGNEAU MAISON (300 gr);3,9
Les Plats;LES VIANDES;TAJINE D'AGNEAU AUX RAISINS SECS MAISON (250 gr);3,9
Les Plats;LES VIANDES;FILET DE BOEUF SAUCE ÉCHALOTES & ÉCRASÉ DE POMME DE TERRE (300 gr);11,9
Les Plats;LES GARNITURES;POÊLON DE LÉGUMES D'ÉTÉ (3) (HOgr);2,99
Les Plats;LES GARNITURES;POÊLON DE POMME DE TERRE (110 gr);2,99
Les Plats;LES GARNITURES;FAGOT DE HARICOTS VERTS MAISON (55 gr);1
Les Plats;LES GARNITURES;GRATIN DAUPHINOIS (200gr);1,2
Les Plats;LES GARNITURES;POMME PAILLASSON (900gr) pour 4 pers;8,5
Les Plats;LES GARNITURES;MILLEFEUILLE DE LÉGUMES (150 gr);1,2
Les Plats;LES GARNITURES;SEMOULE MAISON (150gr);1
Les Plats;LES GARNITURES;TIAN DE LÉGUMES (800 gr) pour 4 pers;7,9
Les Plats;LES GARNITURES;GRATIN MÉDITERRANÉEN (150 gr);1,5
Les Plats cuisinés;LES PLATS CUISINÉS;MANCHONS DE POULET POMMES DE TERRE SALARDAISES (1,2 kg) 3 parts;12,9
Les Plats cuisinés;LES PLATS CUISINÉS;PAËLLA VALENCIANA (1,2 kg) 3 parts;10,9
Les Plats cuisinés;LES PLATS CUISINÉS;COUSCOUS VIANDE (1,2 kg) 3 parts;9,9
Les Plats cuisinés;LES PLATS CUISINÉS;CHOUCROUTE DE LA MER (3 kg) 6 parts;39,99
Les Plats cuisinés;LES PLATS CUISINÉS;CHOUCROUTE DE LA MER MAISON (la part);6,5
Les Plats cuisinés;LES PLATS CUISINÉS;POULET BASQUAISE ET RIZ (1,2 kg) 3 parts;8,9
Les Plats cuisinés;LES PLATS CUISINÉS;POULET AU CURRY ET RIZ (1,2 kg) 3 parts;8,9
Les Plats cuisinés;LES PLATS CUISINÉS;CHIU CON CARNE ET RIZ SAUVAGE (1,2 kg) 3 parts;9,9
Les Plats cuisinés;LES PLATS CUISINÉS;ÉMINCÉS DE POULET KEBAB ET SEMOULE (1,2 kg) 3 parts;9,9
Les Plats cuisinés;LES PLATS CUISINÉS;TAJINE DE POULET ET SEMOULE (1,2 kg) 3 parts;9,9
Les Plats cuisinés;LES PLATS CUISINÉS;BRANDADE DE MORUE (1,2 kg) 3 parts;8,9
Les Plats cuisinés;LES PLATS CUISINÉS;LASAGNES AU THON (1 kg) 3 parts;8,9
La Rôtisserie;LA RÔTISSERIE;PORCELET SEMI-DÉSOSSÉ À RÔTIR FARCI AUX LÉGUMES AVEC SA SAUCE PORTO (6 kg) pour 20 pers minimum;125
La Rôtisserie;LA RÔTISSERIE;FILET DE PORCELET DÉSOSSÉ À RÔTIR FARCI AUX LÉGUMES AVEC SA SAUCE PORTO (1,6 kg) pour 6 pers;31,90 C
La Rôtisserie;LA RÔTISSERIE;JAMBONNETTE DE PORCELET SEMI-DÉSOSSÉE À RÔTIR FARCIE AUX LÉGUMES ET FILET MIGNON AVEC SA SAUCE PORTO (1,9 kg) pour 8 pers;39,9
La Rôtisserie;LA RÔTISSERIE;JAMBONNEAU CUIT AVEC OS (500 gr) 2 parts;4,9
Les Plateaux de fromages;LES PLATEAUX DE FROMAGES;TRADITION;12,4
Les Plateaux de fromages;LES PLATEAUX DE FROMAGES;TERROIR;16,2
La boulangerie;LES PAINS;TRADITIONNELS : Boule froment;0,87
La boulangerie;LES PAINS;TRADITIONNELS : Baguette tradition;0,65
La boulangerie;LES PAINS;TRADITIONNELS : Petits pains ronds;0,25
La boulangerie;LES PAINS;SPECIAUX : Pain aux noix;1,3
La boulangerie;LES PAINS;SPECIAUX : Pain aux céréales tranché;1,32
La boulangerie;LES PAINS;SPECIAUX : Baguette au sésame;0,72
La boulangerie;LES PAINS;SPECIAUX : Baguette au pavot;0,72
La boulangerie;LES PÂTISSERIES;INSTANT SPÉCULOOS - La part;1,4
La boulangerie;LES PÂTISSERIES;DÉLICE AUX 3 CHOCOLATS - La part;1,4
La boulangerie;LES PÂTISSERIES;ROYAL CHOCOLAT-La part;1,4
La boulangerie;LES PÂTISSERIES;TIRAMISU - La part;1,4
La boulangerie;LES PÂTISSERIES;FRAISIER - La part;1,4
La boulangerie;LES PÂTISSERIES;CHARLOTTE POIRE/CHOCOLAT - La part;1,4
La boulangerie;LES PÂTISSERIES;CHARLOTTE FRUITS ROUGES - La part;1,4
La boulangerie;LES PÂTISSERIES;TARTE AUX POMMES - 6 parts;3,8
La boulangerie;LES PÂTISSERIES;TARTE CITRON MERINGUÉ - 6 parts;5,4
La boulangerie;LES PÂTISSERIES;TARTE ABRICOTS/AMANDES - 6 parts;6,9
La boulangerie;LES PÂTISSERIES;TARTE NORMANDE - 6 parts;5,4
La boulangerie;LES PÂTISSERIES;PLAQUE FEUILLETÉE MULTIFRUITS - La plaque;24
La boulangerie;LES PÂTISSERIES;PLAQUE FEUILLETÉE AUX POMMES - La plaque;24
La boulangerie;LES PÂTISSERIES;PLAQUE FEUILLETÉE AUX ABRICOTS - La plaque;24
La boulangerie;LES PÂTISSERIES;CRAQUANT POIRE/CARAMEL - La part;1,4
La boulangerie;LES PÂTISSERIES;CRAQUANT CARAMEL À LA FLEUR DE SEL - La part;1,4
La boulangerie;LES PÂTISSERIES;BAVAROIS PASSION - La part;1,4
La boulangerie;LES PÂTISSERIES;BAVAROIS FRAMBOISE/CHOCOLAT - La part;1,4
La boulangerie;LES GOURMANDISES;RÉDUCTIONS SUCRÉES-Les 3;1,05
La boulangerie;LES GOURMANDISES;MACARONS - La boîte de 12;4,79
La boulangerie;LES GOURMANDISES;MIRLITONS - La boîte de 12;3,9
La boulangerie;LES GOURMANDISES;CAFÉ GOURMAND - La boîte de 6 : 2 verrines fruits rouges, 2 moelleux chocolat, 2 tatins pommes;6,9
La boulangerie;LES GOURMANDISES;CAFÉ GOURMAND - La boîte de 6 :2 verrines chocolat, 2 moelleux chocolat, 2 tatins pommes;6,9
La boulangerie;LES GOURMANDISES;CAFÉ GOURMAND - La boîte de 6 :2 verrines citron meringué, 2 moelleux chocolat, 2 tatins pommes;6,9
